id,type,incident_id,address_map,sequence,longitude,latitude,altitude,success,geoid,block,block_group,tract,county,state,county_name,state_name,population,housing,timestamp,GEOID20
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:13:44+00:00,-117.0827,32.64,22.1466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:13:44,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:13:45+00:00,-117.0827,32.64,22.1466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:13:45,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:46+00:00,-117.0827,32.64,22.1466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:46,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:46+00:00,-117.0827,32.64,22.2466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:46,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:46+00:00,-117.0827,32.64,22.3466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:46,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:46+00:00,-117.0827,32.64,22.4466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:46,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:47+00:00,-117.0827,32.64,22.5466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:47,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:47+00:00,-117.0827,32.64,22.6466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:47,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:47+00:00,-117.0827,32.64,22.7466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:47,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:47+00:00,-117.0827,32.64,22.8466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:47,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:47+00:00,-117.0827,32.64,22.9466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:47,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:48+00:00,-117.0827,32.64,22.9466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:48,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:48+00:00,-117.0827,32.64,23.0466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:48,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:48+00:00,-117.0827,32.64,23.1466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:48,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:48+00:00,-117.0827,32.64,23.2466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:48,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:49+00:00,-117.0827,32.64,23.4466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:49,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:49+00:00,-117.0827,32.64,23.6466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:49,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:49+00:00,-117.0827,32.64,23.9466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:49,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:49+00:00,-117.0827,32.64,24.2466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:49,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:49+00:00,-117.0827,32.64,24.5466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:49,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:49+00:00,-117.0827,32.64,24.9466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:49,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:49+00:00,-117.0827,32.64,25.2466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:49,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:49+00:00,-117.0827,32.64,25.6466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:49,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:49+00:00,-117.0827,32.64,26.0466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:49,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:49+00:00,-117.0827,32.64,26.4466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:49,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:50+00:00,-117.0827,32.64,26.8466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:50,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:50+00:00,-117.0827,32.64,27.3466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:50,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:50+00:00,-117.0827,32.64,27.7466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:50,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:50+00:00,-117.0827,32.64,28.1466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:50,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:50+00:00,-117.0827,32.64,28.5466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:50,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:50+00:00,-117.0827,32.64,28.9466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:50,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:50+00:00,-117.0827,32.64,29.3466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:50,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:50+00:00,-117.0827,32.64,29.7466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:50,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:50+00:00,-117.0827,32.64,30.1466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:50,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:51+00:00,-117.0827,32.64,30.5466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:51,060730123021013
5dead61fec3d34d46f0428c7dc72ba0c,domestic dispute two subjects seen at the bus stop together no dv seen,Cvl67832,45 north broadway Avenue,2023-08-10 00:25:51+00:00,-117.0827,32.64,30.9466122,True,60730123021013,1013,1,12302,73,6,San Diego County,California,306,130,2023-08-10 09:25:51,060730123021013
